planning_time,planing_score,grasp_score
5.981045484542847,8.815773963928223,0.14441613852977753
5.062656402587891,inf,0.14441613852977753
5.696300268173218,9.990226745605469,0.14441613852977753
6.935755491256714,8.07517147064209,0.14441613852977753
5.113994836807251,inf,0.10853628814220428
6.140657901763916,inf,0.10853628814220428
5.0885961055755615,inf,0.10853628814220428
5.07137393951416,inf,0.10853628814220428
6.143543720245361,inf,0.10221711546182632
5.074944257736206,inf,0.10221711546182632
5.082634449005127,inf,0.10221711546182632
5.051665306091309,inf,0.10221711546182632
5.3839335441589355,12.362043380737305,0.09777051210403442
5.7329840660095215,7.1203107833862305,0.09777051210403442
5.451084613800049,7.551285743713379,0.09777051210403442
0.054553985595703125,inf,0.09777051210403442
5.137763977050781,inf,0.09550201892852783
5.138686656951904,inf,0.09550201892852783
6.139122009277344,inf,0.09550201892852783
5.087422132492065,inf,0.09550201892852783
5.396329879760742,7.940832138061523,0.09045823663473129
5.406666994094849,8.608633995056152,0.09045823663473129
5.376349210739136,7.745821952819824,0.09045823663473129
5.388013601303101,7.3890380859375,0.09045823663473129
6.333734512329102,9.930932998657227,0.09012780338525772
5.981464624404907,7.425065517425537,0.09012780338525772
5.690425395965576,8.812397003173828,0.09012780338525772
0.06940841674804688,inf,0.09012780338525772
5.129516363143921,inf,0.0822666734457016
5.13614296913147,inf,0.0822666734457016
6.208899259567261,inf,0.0822666734457016
5.0933380126953125,inf,0.0822666734457016
6.146685838699341,inf,0.08183187991380692
5.058491468429565,inf,0.08183187991380692
5.088663578033447,inf,0.08183187991380692
5.0722761154174805,inf,0.08183187991380692
5.372997045516968,7.993555068969727,0.08058734238147736
5.6909661293029785,9.44725227355957,0.08058734238147736
5.148212194442749,inf,0.08058734238147736
6.3368754386901855,16.28422737121582,0.08058734238147736
5.109705686569214,inf,0.07922273129224777
6.105778455734253,inf,0.07922273129224777
5.065160751342773,inf,0.07922273129224777
5.068777084350586,inf,0.07922273129224777
5.990581035614014,7.463736534118652,0.07918597012758255
0.05937790870666504,inf,0.07918597012758255
5.7486748695373535,12.411338806152344,0.07918597012758255
6.023320198059082,9.637420654296875,0.07918597012758255
7.593337297439575,13.581472396850586,0.07730434834957123
0.6964201927185059,inf,0.07730434834957123
9.841834783554077,8.041101455688477,0.07730434834957123
6.30319619178772,8.442386627197266,0.07730434834957123
6.270905494689941,inf,0.07721420377492905
6.209167957305908,inf,0.07721420377492905
5.015201091766357,inf,0.07721420377492905
5.011213302612305,inf,0.07721420377492905
5.173625230789185,inf,0.07609102129936218
5.018266201019287,inf,0.07609102129936218
5.106998443603516,inf,0.07609102129936218
6.1359193325042725,inf,0.07609102129936218
6.662556886672974,9.261603355407715,0.07488119602203369
2.87290096282959,inf,0.07488119602203369
9.053529262542725,6.865598678588867,0.07488119602203369
5.069657564163208,inf,0.07488119602203369
6.334546089172363,8.573043823242188,0.07354764640331268
6.058011054992676,23.098108291625977,0.07354764640331268
5.3971030712127686,9.294238090515137,0.07354764640331268
5.721518516540527,9.781574249267578,0.07354764640331268
0.04295754432678223,inf,0.07060214132070541
5.366391181945801,7.454465866088867,0.07060214132070541
6.003580808639526,10.659887313842773,0.07060214132070541
5.0514655113220215,inf,0.07060214132070541
5.032088994979858,inf,0.06550778448581696
5.062717914581299,inf,0.06550778448581696
5.092628479003906,inf,0.06550778448581696
5.0751564502716064,inf,0.06550778448581696
5.066379547119141,inf,0.06512680649757385
6.232671737670898,inf,0.06512680649757385
5.048280477523804,inf,0.06512680649757385
5.020641803741455,inf,0.06512680649757385
5.156635522842407,inf,0.06450192630290985
6.1400837898254395,inf,0.06450192630290985
5.027362823486328,inf,0.06450192630290985
5.104406356811523,inf,0.06450192630290985
5.378278970718384,7.913483619689941,0.06098482385277748
6.108894109725952,12.71844482421875,0.06098482385277748
