geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.3687891632319624, y=0.4398247493064318, z=0.09549999808651499), orientation=geometry_msgs.msg.Quaternion(x=-0.6092374511977243, y=-0.3792488995883361, z=0.591226439518519, w=-0.36803708703524934))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.4273805047172354, y=0.40317354527808635, z=0.06949999838799753), orientation=geometry_msgs.msg.Quaternion(x=-0.21850055724160486, y=0.616920449170107, z=-0.25242539530359726, w=-0.7127047675487265))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.14214387762426647, y=0.3317018311044446, z=0.1034999967397507), orientation=geometry_msgs.msg.Quaternion(x=0.700234981171117, y=-0.06834450383392908, z=0.7072726954159102, w=0.0690314005297052))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.4525198708271262, y=0.24112732972035006, z=0.10350000384117462), orientation=geometry_msgs.msg.Quaternion(x=0.13103122145948312, y=0.7008310448445031, z=0.12886526676848187, w=-0.6892462612199548))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.432134823117428, y=0.3804756172505512, z=0.10449999670847099), orientation=geometry_msgs.msg.Quaternion(x=-0.1906870918996382, y=0.6796850493220719, z=-0.1913237784561906, w=-0.6819544548634889))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.4395610254146387, y=0.3849984773007526, z=0.09449999879463356), orientation=geometry_msgs.msg.Quaternion(x=-0.1906870918996382, y=0.6796850493220719, z=-0.1913237784561906, w=-0.6819544548634889))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.44992346869816013, y=0.3303050326401145, z=0.11649999795546673), orientation=geometry_msgs.msg.Quaternion(x=-0.7210605750651635, y=-0.071215511046397, z=0.6858654119241533, w=-0.06773946264333629))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.41217788260630583, y=0.18288977436785542, z=0.031499999613176004), orientation=geometry_msgs.msg.Quaternion(x=-0.5977859009637061, y=0.2536112832262681, z=0.7000839885090754, w=0.2970113510668587))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.423298421015148, y=0.3998671862254283, z=0.06350000112981119), orientation=geometry_msgs.msg.Quaternion(x=-0.21850055724160486, y=0.616920449170107, z=-0.25242539530359726, w=-0.7127047675487265))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.23545998013778768, y=0.15259490726212932, z=0.07249999882188952), orientation=geometry_msgs.msg.Quaternion(x=0.6334873620195967, y=0.4127474143831778, z=0.548349507265422, w=-0.35727601649596186))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.4192278173574887, y=0.4141047997310345, z=0.11350000374806646), orientation=geometry_msgs.msg.Quaternion(x=-0.683007311379428, y=-0.2741672482996827, z=0.6282753464707231, w=-0.25219718788899725))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.13860752780132563, y=0.2750026438588402, z=0.08149999725769967), orientation=geometry_msgs.msg.Quaternion(x=-0.05317560798556871, y=0.6822797703778444, z=0.056657140053172565, w=0.7269502308476945))
geometry_msgs.msg.Pose(position=geometry_msgs.msg.Point(x=0.158042023248777, y=0.24483810360131386, z=0.1124999976270314), orientation=geometry_msgs.msg.Quaternion(x=0.7029732401097976, y=0.13226976672058838, z=0.6867575060968929, w=-0.12921865314570583))
