planning_time,planing_score,grasp_score
30.211429119110107,0.0,0.2409111112356186
0.26189684867858887,26.511512756347656,0.22340154647827148
30.150402069091797,0.0,0.19973795115947723
30.950578212738037,0.0,0.1887141466140747
30.470951557159424,0.0,0.1884063333272934
31.237516164779663,0.0,0.1827012002468109
0.23520159721374512,30.41689682006836,0.15539222955703735
0.11998462677001953,0.0,0.14507201313972473
31.204833269119263,0.0,0.13091860711574554
30.20771026611328,0.0,0.12495295703411102
0.11240220069885254,10.239635467529297,0.11104989796876907
30.083997011184692,0.0,0.10992738604545593
30.60806918144226,0.0,0.10374823957681656
1.916656732559204,0.0,0.10222425311803818
0.09832191467285156,10.185052871704102,0.0989082083106041
30.09311604499817,0.0,0.09859022498130798
30.750932455062866,0.0,0.09571089595556259
30.371424436569214,0.0,0.08074920624494553
0.423267126083374,0.0,0.07839253544807434
31.00181531906128,0.0,0.07464953511953354
0.08253026008605957,0.0,0.06994717568159103
0.1562497615814209,19.166149139404297,0.06677702814340591
30.681005001068115,0.0,0.06674712896347046
0.40687108039855957,10.458106994628906,0.06612527370452881
0.23330378532409668,16.11614227294922,0.06378043442964554
0.2786295413970947,0.0,0.05525568500161171
0.12342977523803711,0.0,0.04661250114440918
0.12665438652038574,0.0,0.04606611281633377
0.1569838523864746,25.58917808532715,0.0452749989926815
0.09037280082702637,8.5036039352417,0.03628801181912422
30.34080719947815,0.0,0.029469428583979607
0.07867932319641113,8.131756782531738,0.02933305874466896
0.07507467269897461,0.0,0.027673576027154922
0.11268234252929688,0.0,0.026487387716770172
0.09168171882629395,8.263940811157227,0.02508903108537197
30.02702307701111,0.0,0.024378275498747826
0.09976983070373535,9.729777336120605,0.024365726858377457
0.09107017517089844,0.0,0.021808842197060585
0.12359452247619629,0.0,0.02075282111763954
0.1096651554107666,9.7417631149292,0.019873663783073425
30.29722547531128,0.0,0.016635963693261147
0.11348628997802734,9.619023323059082,0.016077227890491486
0.16613531112670898,19.908323287963867,0.015730343759059906
0.11609387397766113,8.437957763671875,0.011525649577379227
0.10183525085449219,9.510912895202637,0.010318674147129059
0.08700323104858398,8.85555362701416,0.009083228185772896
30.08268642425537,0.0,0.008231176994740963
30.203190803527832,0.0,0.004183914512395859
